Time,V(yk)
0,0
0.06,0
0.12,0
0.18,0
0.24,0
0.3,0
0.36,0
0.42,0
0.48,0
0.54,0
0.6,0
0.66,0
0.72,0
0.78,0
0.84,0
0.9,0
0.96,0
1.02,0.330744160662583
1.08,1.1363525390625
1.14,1.1363525390625
1.2,1.1363525390625
1.26,1.1363525390625
1.32,1.1363525390625
1.38,1.1363525390625
1.44,1.1363525390625
1.5,1.1363525390625
1.56,0.905725463360824
1.62,0.6815185546875
1.68,0.6815185546875
1.74,0.6815185546875
1.8,0.6815185546875
1.86,0.6815185546875
1.92,0.6815185546875
1.98,0.6815185546875
2.04,0.822319972067469
2.1,0.8829345703125
2.16,0.8829345703125
2.22,0.8829345703125
2.28,0.8829345703125
2.34,0.8829345703125
2.4,0.8829345703125
2.46,0.8829345703125
2.52,0.8829345703125
2.58,0.841716761147298
2.64,0.837890625
2.7,0.837890625
2.76,0.837890625
2.82,0.837890625
2.88,0.837890625
2.94,0.837890625
3,0.837890625
3.06,0.841615166695177
3.12,0.8726806640625
3.18,0.8726806640625
3.24,0.8726806640625
3.3,0.8726806640625
3.36,0.8726806640625
3.42,0.8726806640625
3.48,0.8726806640625
3.54,0.872899700466609
3.6,0.8734130859375
3.66,0.8734130859375
3.72,0.8734130859375
3.78,0.8734130859375
3.84,0.8734130859375
3.9,0.8734130859375
3.96,0.8734130859375
4.02,0.8734130859375
4.08,0.880580636990571
4.14,0.8873291015625
4.2,0.8873291015625
4.26,0.8873291015625
4.32,0.8873291015625
4.38,0.8873291015625
4.44,0.8873291015625
4.5,0.8873291015625
4.56,0.892248814589035
4.62,0.894287109375
4.68,0.894287109375
4.74,0.894287109375
4.8,0.894287109375
4.86,0.894287109375
4.92,0.894287109375
4.98,0.894287109375
5.04,0.894287109375
5.1,0.903414022705471
5.16,0.9041748046875
5.22,0.9041748046875
5.28,0.9041748046875
5.34,0.9041748046875
5.4,0.9041748046875
5.46,0.9041748046875
5.52,0.904775038574481
5.58,0.9107666015625
5.64,0.9107666015625
5.7,0.9107666015625
5.76,0.9107666015625
5.82,0.9107666015625
5.88,0.9107666015625
5.94,0.9107666015625
6,0.9107666015625
6.06,0.913240455132699
6.12,0.9188232421875
6.18,0.9188232421875
6.24,0.9188232421875
6.3,0.9188232421875
6.36,0.9188232421875
6.42,0.9188232421875
6.48,0.9188232421875
6.54,0.921564648030817
6.6,0.92431640625
6.66,0.92431640625
6.72,0.92431640625
